INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201607,210322,CHOCOLATE 11,1,1,105.564,105.573,105.564,0.6,1.2,0.52
201607,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,93.461,92.837,93.461,0.84,1.24,0.68
201607,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,98.521,98.747,98.521,1.05,1.6,0.85
201607,210413,HOME KILLED BEEF-TOPSIDE KG,1,1,90.845,91.503,90.845,0.42,0.72,0.34
201607,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,96.336,97.176,96.336,0.42,0.44,0.34
201607,210502,HOME KILLED LAMB-SHOULDER KG,1,1,97.204,97.639,97.204,0.42,0.62,0.34
201607,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,95.967,95.775,95.967,0.21,0.38,0.17
201607,210606,FRZEN IMP LAMB: LEG (PER KG),1,1,97.954,97.728,97.954,0.84,1,0.68
201607,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,97.67,97.346,97.67,1.05,1,0.85
201607,210802,BACON-GAMMON-PER KG,1,1,94.008,93.291,94.008,0.42,0.25,0.34
201607,210808,BACON-BACK-PER KG,1,1,95.239,95.255,95.239,1.89,0.75,1.53
201607,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,91.912,91.266,91.912,0.63,0.76,0.51
201607,210910,FRESH BONELESS CHICKEN BREAST,1,1,97.309,96.303,97.309,1.47,1.88,1.19
201607,210911,FRESH TURKEY STEAKS PER KG,1,1,92.513,91.812,92.513,0.42,0.4,0.34
201607,210912,FROZEN CHICKEN BREASTS,1,1,96.474,96.484,96.474,0.63,0.72,0.51
201607,210913,ROTISSERIE CHICKEN [WHOLE],1,1,101.49,101.761,101.49,0.21,0.24,0.17
201607,211007,CANNED MEAT-STEWED STEAK,1,1,99.178,98.723,99.178,0.42,0.18,0.34
201607,211010,PORK PIE INDIVIDL APP 3IN/8CM,1,1,101.539,101.633,101.539,0.63,0.36,0.51
201607,211011,INDIVIDUAL MEAT PIE,1,1,98.587,97.862,98.587,1.26,0.66,1.02
201607,211014,SAUSAGES-PORK-PER KG,1,1,94.575,93.498,94.575,1.68,0.84,1.36
201607,211016,COOKED HAM LOOSE SPECIFY TYPE,1,1,98.872,100.117,98.872,0.63,0.36,0.51
201607,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,93.209,94.233,93.209,0.42,0.48,0.34
201607,211023,COOKED HAM PREPACKED SLICED,1,1,102.967,101.46,102.967,2.1,1.08,1.7
201607,211024,CONTINENTAL SLICED DELI MEAT,1,1,99.969,99.741,99.969,0.63,0.36,0.51
201607,211025,JOINT OV/READ GAM/POR 450-700G,1,1,100.585,100.304,100.585,0.21,0.12,0.17
201607,211026,CHICKEN KIEV 2 PACK 240-310G,1,1,92.786,93.113,92.786,0.42,0.48,0.34
201607,211027,H K LIVER PER KG STATE TYPE,1,1,99.323,99.219,99.323,0.21,0.06,0.17
201607,211028,MEAT BASED SNACK M/PACK 400G,1,1,103.086,103.885,103.086,1.05,0.48,0.85
201607,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,96.763,97.385,96.763,0.42,0.54,0.34
201607,211101,FRESH WHITE FISH FILLETS KG,1,1,102.484,102.57,102.484,0.96,0.6,0.72
201607,211105,FRESH FISH-SALMON FILLETS-KG,1,1,101.875,101.079,101.875,1.36,0.86,1.02
201607,211106,FROZEN PRAWNS PER KG,1,1,104.955,98.923,104.955,0.36,0.54,0.27
201607,211207,"CANNED FISH, TUNA, 130G-200G",1,1,105.483,105.134,105.483,0.64,0.98,0.48
201607,211210,FROZEN FISH FINGERS 8-12 PK,1,1,97.296,97.251,97.296,0.56,0.82,0.42
201607,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,99.839,99.692,99.839,0.12,0.2,0.09
201607,211305,SPREADABLE BUTTER,1,1,99.763,99.456,99.763,0.42,0.56,0.42
201607,211306,BUTTER 250G SPEC COO,1,1,95.839,95.843,95.839,0.36,0.44,0.36
201607,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,94.503,94.337,94.503,0.7,0.57,0.7
201607,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,97.376,99.101,97.376,0.52,0.43,0.52
201607,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,97.336,96.647,97.336,1.56,1.65,1.3
201607,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,115.604,115.633,115.604,0.48,0.54,0.4
201607,211507,EDAM PER KG,1,1,101.081,101.029,101.081,0.12,0.12,0.1
201607,211509,HARD REGIONAL CHEESE PER KG,1,1,99.01,98.898,99.01,0.24,0.24,0.2
201607,211510,PARMESAN CHEESE-PER KG,1,1,100.407,100.321,100.407,0.12,0.15,0.1
201607,211511,SOFT CONTINENTAL CHEESE - KG,1,1,96.652,95.84,96.652,0.36,0.3,0.3
201607,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,89.767,90.41,89.767,0.48,0.48,0.4
201607,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,92.581,92.811,92.581,0.6,0.52,0.5
201607,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,100,100,100,0.24,0.15,0.2
201607,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,100.996,101.164,100.996,0.84,0.48,0.7
201607,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,101.05,101.31,101.05,3.72,2.22,3.1
201607,211713,MILK FLAVOURED 330-500MLS/GMS,1,1,108.06,109.35,108.06,0.24,0.15,0.2
201607,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,97.307,97.198,97.307,1.32,1.76,1.1
201607,211808,CHILLED POT DESSERT 125-200G,1,1,90.447,89.478,90.447,0.6,0.84,0.5
201607,211814,YOGHURT-SMALL INDIVIDUAL,1,1,94.898,94.548,94.898,0.48,0.68,0.4
201607,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,97.258,96.742,97.258,0.24,0.36,0.2
201607,211816,POWDERED BABY FORMULA 400-900G,1,1,102.33,102.676,102.33,0.36,0.36,0.3
201607,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,101.972,99.932,101.972,0.84,0.77,0.84
201607,211904,TEA BAGS-2-PACKET OF 240,1,1,109.977,109.535,109.977,0.27,0.23,0.27
201607,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,102.866,102.479,102.866,0.9,0.9,0.7
201607,212006,FRUIT JUICE NOT ORANGE 1L,1,1,95.542,94.8,95.542,0.9,0.81,0.7
201607,212008,LEMONADE-2 LITRE BOTTLE,1,1,92.973,92.188,92.973,0.18,0.18,0.14
201607,212010,MINERAL WATER STILL 1.5-2L,1,1,97.927,97.92,97.927,0.45,0.45,0.35
201607,212011,COLA FLAVD DRINK 1.75-2 LT BTL,1,1,98.367,97.698,98.367,1.35,1.44,1.05
201607,212015,FIZZY ENERGY DRINK 250-500ML,1,1,96.484,96.702,96.484,1.08,1.17,0.84
201607,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,98.118,96.833,98.118,1.17,0.99,0.91
201607,212017,FIZZY BOTTLED DRINK 500ML,1,1,100.668,100.744,100.668,1.35,1.44,1.05
201607,212019,PURE FRUIT SMOOTHIE 750ML-1LTR,1,1,107.126,109.052,107.126,0.18,0.18,0.14
201607,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,90.086,90.454,90.086,0.27,0.27,0.21
201607,212021,BOTTLE STILL WATER 500ML,1,1,101.938,100.925,101.938,0.45,0.45,0.35
201607,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,93.096,92.314,93.096,0.36,0.36,0.28
201607,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,98.738,99.014,98.738,0.36,0.36,0.28
201607,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,99.26,99.309,99.26,0.12,0.36,0.1
201607,212106,JAR OF JAM-340-454G,1,1,99.764,99.687,99.764,0.24,0.49,0.2
201607,212107,HONEY JAR/BOTTLE 340G,1,1,101.407,102.197,101.407,0.12,0.15,0.1
201607,212202,MINTS,1,1,100.192,100.163,100.192,0.24,0.22,0.2
201607,212211,CHOCOLATE 4,1,1,98.958,98.657,98.958,1.8,1.98,1.5
201607,212214,FRUIT PASTILLES 2,1,1,99.298,98.973,99.298,1.08,1.1,0.9
201607,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,100.289,100.187,100.289,0.24,0.33,0.2
201607,212218,CARTON/BOX OF CHOCS 150-400GM,1,1,80.292,81.59,80.292,1.08,1.1,0.9
201607,212219,CHOCOLATE 8,1,1,97.855,97.524,97.855,0.84,0.88,0.7
201607,212222,CHOCOLATE 10,1,1,100.63,100.679,100.63,1.56,1.65,1.3
201607,212223,BRAND CHOC SWEETS 100-185G BAG,1,1,101.757,100.717,101.757,0.72,0.77,0.6
201607,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,97.702,97.604,97.702,1.2,1.32,1
201607,212225,CHOCOLATE LARGE BAR 100-200G,1,1,96.559,97.557,96.559,1.56,1.65,1.3
201607,212360,POTATOES-OLD WHITE PER KG,1,0,95.537,94.199,95.537,0.91,0.61,0.77
201607,212361,POTATOES- BAKING PER KG,1,0,101.89,102.732,101.89,0.26,0.18,0.22
201607,212399,POTATOES-NEW-LOOSE-PER KG,1,0,96.539,96.157,96.539,0.26,0.21,0.22
201607,212402,POTATO CRISPS-25G/40G,1,1,100.948,100.85,100.948,0.39,0.24,0.33
201607,212404,POTATO CRISPS-MULTI-PACK,1,1,103.207,103.269,103.207,1.17,0.64,0.99
201607,212405,FROZEN CHIPS 900G-1KG,1,1,98.416,98.398,98.416,0.78,0.78,0.66
201607,212408,PREMIUM POTATO CRISPS/CHIPS,1,1,104.678,105.37,104.678,0.65,0.34,0.55
201607,212504,FRESH VEG-CAULIFLOWER-EACH,1,1,97.576,96.524,97.576,0.39,0.42,0.33
201607,212510,FRESH VEG-CUCUMBER-WHOLE,1,1,96.601,97.097,96.601,0.26,0.3,0.22
201607,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,91.285,91.287,91.285,0.39,0.36,0.33
201607,212515,FRESH VEG-TOMATOES-PER KG,1,1,95.464,95.794,95.464,0.91,0.96,0.77
201607,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,99.406,98.919,99.406,0.26,0.24,0.22
201607,212518,FRESH VEG-CARROTS-PER KG,1,1,99.669,99.629,99.669,0.39,0.42,0.33
201607,212519,FRESH VEG-ONIONS-PER KG,1,1,95.034,95.437,95.034,0.65,0.6,0.55
201607,212520,FRESH VEG-MUSHROOMS-PER KG,1,1,98.827,98.826,98.827,0.52,0.48,0.44
201607,212527,PRE-PACKED SALAD 100-250G,1,1,102.669,102.754,102.669,0.52,0.48,0.44
201607,212530,FRESH VEG-BROCCOLI-PER KG,1,1,94.787,93.463,94.787,0.26,0.24,0.22
201607,212531,FRESH VEG-COURGETTE-PER KG,1,1,94.038,93.225,94.038,0.39,0.36,0.33
201607,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,98.162,96.369,98.162,0.39,0.36,0.33
201607,212533,VEGETABLE STIR FRY FRESH PACK,1,1,102.123,102.556,102.123,0.39,0.42,0.33
201607,212534,SWEET POTATO PER KG,1,1,89.027,87.205,89.027,0.39,0.36,0.33
201607,212601,CANNED TOMATOES 390-400G,1,1,102.77,99.46,102.77,0.39,0.4,0.33
201607,212603,"BAKED BEANS, 400-420G TIN",1,1,109.076,108.202,109.076,0.52,0.56,0.44
201607,212608,CANNED SWEETCORN 198-340G,1,1,103.269,103.708,103.269,0.39,0.44,0.33
201607,212609,FROZEN GARDEN PEAS 800G-1KG,1,1,95.573,95.83,95.573,0.52,0.6,0.44
201607,212709,ORANGES-CLASS 1-EACH,1,1,100.216,100.299,100.216,0.36,0.35,0.32
201607,212710,AVOCADO PEAR-EACH,1,1,102.848,104.162,102.848,0.27,0.28,0.24
201607,212712,KIWI FRUIT-EACH,1,1,95.024,94.282,95.024,0.18,0.21,0.16
201607,212715,GRAPEFRUIT-EACH,1,1,103.091,103.522,103.091,0.27,0.21,0.24
201607,212716,APPLES-COOKING-PER KG,1,1,101.875,101.969,101.875,0.27,0.28,0.24
201607,212717,APPLES-DESSERT-PER KG,1,1,102.019,102.067,102.019,0.72,0.7,0.64
201607,212718,PEARS-DESSERT-PER KG,1,1,99.118,99.448,99.118,0.27,0.28,0.24
201607,212719,BANANAS-PER KG,1,1,100.294,100.271,100.294,0.9,0.84,0.8
201607,212720,STRAWBERRIES PER KG OR PUNNET,1,1,76.467,79.627,76.467,1.08,0.98,0.96
201607,212722,GRAPES-PER KG,1,1,102.572,102.482,102.572,0.9,0.84,0.8
201607,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,112.393,115.279,112.393,0.27,0.21,0.24
201607,212726,PLUMS PER KG/PACK,1,1,84.329,83.297,84.329,0.27,0.28,0.24
201607,212727,PEACH/NECTARINE EACH,1,1,86.073,81.674,86.073,0.27,0.28,0.24
201607,212728,PINEAPPLE EACH,1,1,92.93,93.46,92.93,0.27,0.21,0.24
201607,212729,BLUEBERRIES PUNNET PER KG,1,1,111.757,117.317,111.757,0.45,0.42,0.4
201607,212730,FRUIT FRESH SNACKING 150-350G,1,1,99.106,99.028,99.106,0.18,0.21,0.16
201607,212731,MELON EACH EG HONEYDEW,1,1,72.135,68.535,72.135,0.27,0.21,0.24
201607,212732,LEMON EACH,1,1,111.442,111.93,111.442,0.18,0.21,0.16
201607,212806,PACKET OF PEANUTS 90-200G,1,1,103.446,102.726,103.446,1.08,0.58,0.96
201607,212807,CANNED FRUIT-400-450G,1,1,97.929,97.9,97.929,0.18,0.16,0.16
201607,212808,DRIED FRUIT - EG APRICOTS,1,1,99.62,99.26,99.62,0.36,0.26,0.32
201607,212905,VEGETABLE PICKLE 280-520G,1,1,101.158,101.101,101.158,0.13,0.1,0.11
201607,212910,CANNED SOUP-390-425G,1,1,115.363,115.79,115.363,0.3,0.6,0.2
201607,212917,TOMATO KETCHUP,1,1,98.578,97.827,98.578,0.42,0.9,0.28
201607,212918,FRZN READY-COOKD MEAL SERVES 1,1,1,100.171,99.999,100.171,0.18,0.4,0.12
201607,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,1,108.954,109.571,108.954,0.51,1.1,0.34
201607,212928,FROZ VEG BURGER/GRILL 200-454G,1,1,96.247,96.2,96.247,0.52,0.5,0.44
201607,212930,MAYONNAISE 400-500g/430-540mls,1,1,107.921,109.024,107.921,0.33,0.7,0.22
201607,212933,ICE CREAM 500ML-1L,1,1,91.87,92.706,91.87,0.6,0.4,0.5
201607,212934,DRIED POTTED SNACK 50-120G,1,1,87.419,85.248,87.419,0.6,1.1,0.52
201607,212936,CHILLED READY MEAL-MEAT-SERVS1,1,1,100.643,100.933,100.643,0.6,1.3,0.4
201607,212937,CHILLED READY MEAL-FISH/VEG,1,1,105.091,105.637,105.091,0.57,1.2,0.38
201607,212938,CHOCOLATE COVERED ICE CREAM,1,1,93.988,94.519,93.988,0.6,0.4,0.5
201607,212939,CHILLED PIZZA EACH 300-600G,1,1,97.543,98.513,97.543,0.9,1.1,0.78
201607,212940,PROTEIN POWDER 900G-2KG,1,1,88.977,89.954,88.977,0.09,0.2,0.06
201607,213001,COFFEE: GROUND: FILTER FINE,1,1,99.853,99.576,99.853,0.27,0.3,0.27
201607,213003,COFFEE-INSTANT-100G JAR,1,1,99.186,99.3,99.186,1.23,1.3,1.23
201607,213005,HOT CHOCOLATE DRINK INSTANT,1,1,100.852,100.799,100.852,0.21,0.2,0.21
201607,213006,COFFEE PODS PACK 8-16,1,1,98.057,98.259,98.057,0.18,0.2,0.18
201607,220107,PUB -HOT MEAL,1,1,101.695,101.875,101.695,5.58,4.48,4.62
201607,220111,BURGER IN BUN-EAT IN,1,1,101.21,101.17,101.21,5.58,4.48,4.62
201607,220116,LEMONADE/COLA DRAUGHT,1,1,101.687,101.781,101.687,0.93,1.12,0.77
201607,220117,BOTTLED MINERAL WATER,1,1,101.805,101.95,101.805,0.93,1.12,0.77
201607,220120,IN STORE CAFETERIA MEAL,1,1,100.891,100.75,100.891,4.65,4.48,3.85
201607,220121,RESTAURANT CUP OF COFFEE,1,1,101.135,101.103,101.135,0.93,1.12,0.77
201607,220122,RESTAURANT - SWEET COURSE,1,1,101.263,101.333,101.263,1.86,2.52,1.54
201607,220123,ONBOARD CATERING,1,0,100.386,100.877,100.877,0.93,0.56,0.77
201607,220124,MUFFIN/INDIVIDUAL CAKE,1,1,101.708,102.067,101.708,2.79,2.52,2.31
201607,220125,FRUIT JUICE BOTTLE 250-350ML,1,1,100.662,100.667,100.662,0.93,1.12,0.77
201607,220128,RESTAURANT EVENING MAIN COURSE,1,1,101.576,101.625,101.576,5.58,4.48,4.62
201607,220208,STAFF RESTAURNT HOT SNACK ITEM,1,1,100.909,101.571,100.909,1.84,0.45,1.61
201607,220209,PRIMARY SCHOOL- FIXED CHARGE,1,1,100.47,100.508,100.47,0.24,0.57,0.21
201607,220210,SECONDARY SCHOOL- CAFETERIA,1,1,100.639,100.604,100.639,0.24,0.57,0.21
201607,220211,STAFF RESTAURANT FIZZY DRINK,1,1,101.153,100.717,101.153,1.84,0.45,1.61
201607,220212,STAFF RESTAURANT SANDWICH,1,1,101.922,101.622,101.922,1.92,0.48,1.68
201607,220214,STAFF RESTAURANT MAIN COURSE,1,1,100.805,100.914,100.805,1.92,0.48,1.68
201607,220301,FISH & CHIPS TAKEAWAY,1,1,101.802,101.76,101.802,1.86,1.28,1.54
201607,220303,SANDWICH-TAKE-AWAY (COLD),1,1,99.818,99.748,99.818,3.72,2.72,3.08
201607,220305,TEA -TAKE-AWAY,1,1,101.412,101.331,101.412,0.93,0.32,0.77
201607,220310,POTATO CRISPS-INDIVIDUAL PACK,1,1,100.88,100.961,100.88,0.93,0.96,0.77
201607,220316,PIZZA TAKEAWAY OR DELIVERED,1,1,102.496,102.545,102.496,1.86,1.28,1.54
201607,220317,PASTY/SAVOURY PIE - TAKEAWAY,1,1,101.669,101.693,101.669,1.86,1.28,1.54
201607,220318,INDIAN TAKEAWAY,1,1,101.034,101,101.034,1.86,1.28,1.54
201607,220319,CHINESE TAKEAWAY,1,1,100.488,100.566,100.488,1.86,1.28,1.54
201607,220320,TAKEAWAY SOFT DRINK,1,1,101.609,101.961,101.609,0.93,0.32,0.77
201607,220321,TAKEAWAY COFFEE LATTE,1,1,101.31,101.377,101.31,0.93,0.32,0.77
201607,220322,BURGER IN BUN- TAKEAWAY,1,1,100.752,100.775,100.752,1.86,1.28,1.54
201607,220323,KEBAB- TAKEAWAY,1,1,100.905,100.887,100.905,1.86,1.28,1.54
201607,220324,CINEMA POPCORN,1,1,100.522,100.569,100.522,0.93,0.8,0.77
201607,220325,VENDING MACHINE - SOFT DRINK,1,1,100.829,100.772,100.829,0.93,0.32,0.77
201607,220326,TAKEAWAY CHICKEN & CHIPS,1,1,101.645,101.703,101.645,1.86,1.28,1.54
201607,310102,DRAUGHT BITTER (PER PINT),1,1,101.436,101.342,101.436,4.65,4.18,3.85
201607,310104,DRAUGHT STOUT PER PINT,1,1,101.665,101.715,101.665,0.93,1.14,0.77
201607,310109,LAGER - PINT 3.4-4.2%,1,1,101.297,101.316,101.297,5.58,5.13,4.62
201607,310110,PREMIUM LAGER - PINT 4.3-7.5%,1,1,101.649,101.622,101.649,3.72,3.61,3.08
201607,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,1,1,100.69,100.721,100.69,1.86,1.52,1.54
201607,310112,BOTTLE OF LAGER IN NIGHTCLUB,1,1,102.807,102.836,102.807,1.86,1.14,1.54
201607,310113,CIDER-PER PINT OR 500-568ML,1,1,101.407,101.619,101.407,2.79,2.28,2.31
201607,310207,BITTER-4CANS-440-500ML,1,1,97.16,97.323,97.16,0.5,0.4,0.4
201607,310215,LAGER 4 BOTTLES- PREMIUM,1,1,97.349,97.062,97.349,2,1.6,1.6
201607,310216,LAGER 12 - 24 CANS (440-500ML),1,1,97.458,97.881,97.458,1.15,0.9,0.92
201607,310217,LAGER 12-24 BOTTLE (250-300ML),1,1,101.055,101.142,101.055,1,0.8,0.8
201607,310218,APPLE CIDER 500-750ML 4.5-5.5%,1,1,93.351,92.808,93.351,0.99,1.05,0.77
201607,310219,STOUT - 4 CAN PACK,1,1,96.349,96.409,96.349,0.15,0.1,0.12
201607,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,98.389,98.298,98.389,0.2,0.15,0.16
201607,310301,WHISKY (PER NIP) SPECIFY ML,1,1,101.816,101.802,101.816,0.93,2.66,0.77
201607,310302,VODKA (PER NIP) SPECIFY ML,1,1,102.368,102.359,102.368,2.79,4.75,2.31
201607,310306,BOTTLE OF MIXER 125-200ML,1,1,100.549,100.201,100.549,0.93,0.57,0.77
201607,310307,LIQUEUR PER NIP   SPECIFY ML,1,1,102.182,102.382,102.182,0.93,2.85,0.77
201607,310309,SPIRIT BASED DRINK 275ML,1,1,100.943,100.967,100.943,0.93,0.57,0.77
201607,310310,"WINE, PER 175 - 250 ML SERVING",1,1,101.985,102.14,101.985,4.65,3.8,3.85
201607,310315,BOTTLE OF WINE 70-75CL,1,1,101.835,101.85,101.835,4.65,3.8,3.85
201607,310401,WHISKY-70 CL BOTTLE,1,1,100.325,100.345,100.325,1.9,1.96,1.52
201607,310403,VODKA-70 CL BOTTLE,1,1,97.251,97.133,97.251,1.75,1.82,1.4
201607,310405,BRANDY-68-70 CL BOTTLE,1,1,94.391,94.519,94.391,0.45,0.42,0.36
201607,310406,FORTIFIED WINE  (70-75CL),1,1,97.4,97.327,97.4,0.36,0.42,0.28
201607,310417,SPIRIT BASED DRINK 250-330MLS,1,1,96.504,94.95,96.504,0.25,0.28,0.2
201607,310419,WHITE WINE- EUROPEAN 75CL,1,1,96.45,96.37,96.45,1.26,1.4,0.98
201607,310420,WHITE WINE- NEW WORLD 75CL,1,1,96.924,96.702,96.924,2.07,2.24,1.61
201607,310421,RED WINE- EUROPEAN 75CL,1,1,93.532,93.279,93.532,0.99,1.12,0.77
201607,310422,RED WINE- NEW WORLD 75CL,1,1,99.524,99.677,99.524,1.53,1.68,1.19
201607,310423,BOTTLE OF CHAMPAGNE 75 CL,1,1,95.576,94.655,95.576,0.36,0.42,0.28
201607,310425,ROSE WINE-75CL BOTTLE,1,1,100.163,99.884,100.163,0.81,0.84,0.63
201607,310426,RED OR WHITE SPARKLING WINE,1,1,89.843,90.912,89.843,0.63,0.7,0.49
201607,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,95.504,95.655,95.504,0.55,0.56,0.44
201607,310428,CREAM LIQUER 70CL-1LT 15-20%,1,1,100.454,100.178,100.454,0.1,0.14,0.08
201607,320108,CIGARETTES 8,1,1,102.484,102.505,102.484,4.6,4.83,4
201607,320112,CIGARETTES 12,1,1,102.926,102.929,102.926,2.76,2.94,2.4
201607,320115,CIGARETTES 15,1,1,102.802,102.807,102.802,7.59,7.98,6.6
201607,320121,CIGARETTES 20,1,1,102.603,102.598,102.603,0.69,0.84,0.6
201607,320122,20 FILTER - OTHER BRAND,1,1,102.257,102.256,102.257,3.91,3.99,3.4
201607,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,109.721,106.044,106.044,0.23,0.21,0.2
201607,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,99.752,99.52,99.752,0.23,0.21,0.2
201607,320205,5 CIGARS: SPECIFY BRAND,1,1,101.696,101.646,101.696,0.23,0.32,0.2
201607,320206,HAND ROLLING TOBACCO 20-30GM,1,1,103.76,103.766,103.76,2.76,3.68,2.4
201607,410105,LOCAL AUTH RENT - SCOTLAND,1,0,103.031,103.031,103.031,1.44,1.66,1.2
201607,410107,UNIVERSITY ACCOMODATION FEES,1,0,100,100,100,1.1,0,0.9
201607,410108,RSL RENTS,1,2,98.587,98.587,98.587,16.56,19.92,13.8
201607,410111,IMPUTED RENTS - ENGLAND,1,0,101.301,101.301,101.301,0,0,143.55
201607,410112,IMPUTED RENTS - WALES,1,0,99.965,99.965,99.965,0,0,6.6
201607,410113,IMPUTED RENTS - SCOTLAND,1,0,100.367,100.367,100.367,0,0,11.55
201607,410114,IMPUTED RENTS - N.IRELAND,1,0,103.021,103.021,103.021,0,0,3.3
201607,410115,PRIVATE RENTED PROPERTY,2,0,101.342,101.015,101.015,42.48,50.63,35.4
201607,410201,MORTGAGE INTEREST PAYMENTS,1,0,99.217,99.217,99.217,0,28,0
201607,410401,E & W SEWERAGE CHARGE,2,0,101.91,101.91,101.91,4.5,6.11,4.5
201607,410402,ENGLAND & WALES WATER CHARGES,2,0,100.861,100.858,100.858,5.52,5.72,4.6
201607,410403,SCOTLAND WATER CHARGES,1,0,101.584,101.584,101.584,0.48,0.52,0.4
201607,410405,SCOTTISH SEWERAGE CHARGE,1,0,101.566,101.566,101.566,0.5,0.65,0.5
201607,410508,PLUMBER-DAYTIME HOURLY RATE,2,1,100.188,100.151,100.151,0.35,3.15,0.35
201607,410509,ELECTRICIAN-DAYTIME RATE/HOUR,2,1,99.92,99.814,99.814,0.22,1.98,0.22
201607,410517,DECORATOR-DAILY RATE;SPEC HRS,2,1,100.235,100.209,100.209,0.22,1.98,0.22
